Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8549382716049383,0.2222222222222222
1:2,0.8333333333333334,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8580246913580247,0.16666666666666666
