Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8299319727891157,0.19047619047619047
1:2,0.7142857142857143,0.6428571428571428,0.6,0.42857142857142855,0.5,0.7891156462585034,0.14285714285714285
