Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.6346153846153846,0.6346153846153846,0.7333333333333333,0.4230769230769231,0.5365853658536586,0.581360946745562,0.15384615384615385
1:2,0.6025641025641025,0.49038461538461536,0.3076923076923077,0.15384615384615385,0.20512820512820512,0.5880177514792899,0.17307692307692307
