Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.65625,0.65625,0.6190476190476191,0.8125,0.7027027027027027,0.76953125,0.5
1:2,0.7916666666666666,0.78125,0.6666666666666666,0.75,0.7058823529411765,0.892578125,0.1875
