Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.6666666666666666,0.6666666666666666,0.6736111111111112,0.6466666666666666,0.6598639455782312,0.7107555555555556,0.31333333333333335
1:2,0.6555555555555556,0.6533333333333333,0.48743718592964824,0.6466666666666666,0.5558739255014327,0.7191111111111111,0.34
