Train_Subject,Test_Subject,Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
sub-04,sub-09,1:1,0.5531914893617021,0.5531914893617021,0.5409836065573771,0.7021276595744681,0.6111111111111112,0.6337709370755998,0.5957446808510638
sub-04,sub-10,1:1,0.5854700854700855,0.5854700854700855,0.6162790697674418,0.452991452991453,0.5221674876847291,0.6445321060705675,0.28205128205128205
sub-05,sub-01,1:1,0.6173469387755102,0.6173469387755102,0.5934959349593496,0.7448979591836735,0.6606334841628959,0.6798209079550187,0.5102040816326531
sub-05,sub-02,1:1,0.6379310344827587,0.6379310344827587,0.625,0.6896551724137931,0.6557377049180327,0.6359244946492272,0.41379310344827586
sub-05,sub-03,1:1,0.3888888888888889,0.3888888888888889,0.41228070175438597,0.5222222222222223,0.46078431372549017,0.37555555555555553,0.7444444444444445
sub-05,sub-04,1:1,0.5791666666666667,0.5791666666666666,0.5655172413793104,0.6833333333333333,0.6188679245283019,0.6368055555555555,0.525
sub-05,sub-05,1:1,0.8791666666666667,0.8791666666666667,0.8582677165354331,0.9083333333333333,0.8825910931174089,0.9343750000000001,0.15
sub-05,sub-06,1:1,0.4076923076923077,0.4076923076923077,0.4423076923076923,0.7076923076923077,0.5443786982248521,0.564733727810651,0.8923076923076924
sub-05,sub-07,1:1,0.6016949152542372,0.6016949152542372,0.6276595744680851,0.5,0.5566037735849056,0.6309250215455329,0.2966101694915254
sub-05,sub-08,1:1,0.535,0.535,0.52,0.91,0.6618181818181819,0.6632,0.84
sub-05,sub-09,1:1,0.44680851063829785,0.44680851063829785,0.46987951807228917,0.8297872340425532,0.6,0.34359438660027164,0.9361702127659575
sub-05,sub-10,1:1,0.6153846153846154,0.6153846153846154,0.6030534351145038,0.6752136752136753,0.6370967741935484,0.6562203228869896,0.4444444444444444
sub-06,sub-01,1:1,0.5561224489795918,0.5561224489795918,0.5379310344827586,0.7959183673469388,0.6419753086419753,0.5354019158683881,0.6836734693877551
sub-06,sub-02,1:1,0.5129310344827587,0.5129310344827587,0.5094339622641509,0.6982758620689655,0.5890909090909091,0.5598989298454221,0.6724137931034483
sub-06,sub-03,1:1,0.4888888888888889,0.4888888888888889,0.49137931034482757,0.6333333333333333,0.5533980582524272,0.48049382716049377,0.6555555555555556
sub-06,sub-04,1:1,0.48333333333333334,0.48333333333333334,0.4868421052631579,0.6166666666666667,0.5441176470588235,0.45423611111111106,0.65
sub-06,sub-05,1:1,0.43333333333333335,0.43333333333333335,0.43103448275862066,0.4166666666666667,0.423728813559322,0.45381944444444444,0.55
sub-06,sub-06,1:1,0.9615384615384616,0.9615384615384616,0.9411764705882353,0.9846153846153847,0.9624060150375939,0.9905325443786982,0.06153846153846154
sub-06,sub-07,1:1,0.5,0.5,0.5,0.9745762711864406,0.6609195402298851,0.33769031887388684,0.9745762711864406
sub-06,sub-08,1:1,0.63,0.63,0.6326530612244898,0.62,0.6262626262626263,0.639,0.36
sub-06,sub-09,1:1,0.5319148936170213,0.5319148936170213,0.5483870967741935,0.3617021276595745,0.4358974358974359,0.4703485740153916,0.2978723404255319
sub-06,sub-10,1:1,0.4700854700854701,0.4700854700854701,0.4768211920529801,0.6153846153846154,0.5373134328358209,0.43166045730148295,0.6752136752136753
sub-07,sub-01,1:1,0.5663265306122449,0.5663265306122449,0.5684210526315789,0.5510204081632653,0.5595854922279793,0.5630987088713036,0.41836734693877553
sub-07,sub-02,1:1,0.5560344827586207,0.5560344827586207,0.5363128491620112,0.8275862068965517,0.6508474576271186,0.5570749108204518,0.7155172413793104
sub-07,sub-03,1:1,0.6333333333333333,0.6333333333333333,0.6,0.8,0.6857142857142857,0.6845679012345679,0.5333333333333333
sub-07,sub-04,1:1,0.5791666666666667,0.5791666666666666,0.5454545454545454,0.95,0.6930091185410334,0.5875,0.7916666666666666
sub-07,sub-05,1:1,0.4666666666666667,0.4666666666666667,0.47435897435897434,0.6166666666666667,0.5362318840579711,0.4957638888888889,0.6833333333333333
sub-07,sub-06,1:1,0.6461538461538462,0.6461538461538462,0.5904761904761905,0.9538461538461539,0.7294117647058823,0.8016568047337278,0.6615384615384615
sub-07,sub-07,1:1,0.8813559322033898,0.8813559322033899,0.8688524590163934,0.8983050847457628,0.8833333333333333,0.9405343292157426,0.13559322033898305
sub-07,sub-08,1:1,0.61,0.61,0.5714285714285714,0.88,0.6929133858267716,0.739,0.66
sub-07,sub-09,1:1,0.5851063829787234,0.5851063829787234,0.5833333333333334,0.5957446808510638,0.5894736842105263,0.5699411498415572,0.425531914893617
sub-07,sub-10,1:1,0.5128205128205128,0.5128205128205128,0.5066666666666667,0.9743589743589743,0.6666666666666666,0.586894586894587,0.9487179487179487
sub-08,sub-01,1:1,0.4642857142857143,0.4642857142857143,0.4715447154471545,0.5918367346938775,0.5248868778280543,0.4615785089546023,0.6632653061224489
sub-08,sub-02,1:1,0.5905172413793104,0.5905172413793104,0.5668789808917197,0.7672413793103449,0.652014652014652,0.6174940546967896,0.5862068965517241
sub-08,sub-03,1:1,0.46111111111111114,0.46111111111111114,0.4700854700854701,0.6111111111111112,0.5314009661835749,0.43061728395061727,0.6888888888888889
sub-08,sub-04,1:1,0.5875,0.5875,0.5981308411214953,0.5333333333333333,0.5638766519823789,0.6401388888888889,0.35833333333333334
sub-08,sub-05,1:1,0.5041666666666667,0.5041666666666667,0.5026455026455027,0.7916666666666666,0.6148867313915858,0.48937499999999995,0.7833333333333333
sub-08,sub-06,1:1,0.7384615384615385,0.7384615384615385,0.8163265306122449,0.6153846153846154,0.7017543859649122,0.81301775147929,0.13846153846153847
sub-08,sub-07,1:1,0.5169491525423728,0.516949152542373,0.5091743119266054,0.940677966101695,0.6607142857142857,0.4592071243895432,0.9067796610169492
sub-08,sub-08,1:1,0.92,0.9199999999999999,0.9038461538461539,0.94,0.9215686274509803,0.9761,0.1
sub-08,sub-09,1:1,0.5425531914893617,0.5425531914893618,0.5370370370370371,0.6170212765957447,0.5742574257425742,0.5577184246265278,0.5319148936170213
sub-08,sub-10,1:1,0.5256410256410257,0.5256410256410257,0.5178571428571429,0.7435897435897436,0.6105263157894737,0.5453283658411863,0.6923076923076923
sub-09,sub-01,1:1,0.4642857142857143,0.4642857142857143,0.4728682170542636,0.6224489795918368,0.5374449339207048,0.4508538109121199,0.6938775510204082
sub-09,sub-02,1:1,0.5,0.5,0.5,0.896551724137931,0.6419753086419753,0.5932669441141499,0.896551724137931
sub-09,sub-03,1:1,0.5722222222222222,0.5722222222222222,0.5454545454545454,0.8666666666666667,0.6695278969957081,0.6829629629629629,0.7222222222222222
sub-09,sub-04,1:1,0.6041666666666666,0.6041666666666667,0.577639751552795,0.775,0.6619217081850534,0.6014583333333333,0.5666666666666667
sub-09,sub-05,1:1,0.42083333333333334,0.42083333333333334,0.45365853658536587,0.775,0.5723076923076923,0.2565277777777778,0.9333333333333333
sub-09,sub-06,1:1,0.5384615384615384,0.5384615384615385,0.5714285714285714,0.3076923076923077,0.4,0.5457988165680473,0.23076923076923078
sub-09,sub-07,1:1,0.5677966101694916,0.5677966101694916,0.5465116279069767,0.7966101694915254,0.6482758620689655,0.5904912381499569,0.6610169491525424
sub-09,sub-08,1:1,0.62,0.62,0.5967741935483871,0.74,0.6607142857142857,0.6449,0.5
sub-09,sub-09,1:1,0.9893617021276596,0.9893617021276595,1.0,0.9787234042553191,0.989247311827957,0.9990946129470349,0.0
sub-09,sub-10,1:1,0.44017094017094016,0.44017094017094016,0.4578313253012048,0.6495726495726496,0.5371024734982333,0.40536196946453357,0.7692307692307693
sub-10,sub-01,1:1,0.46938775510204084,0.46938775510204084,0.48,0.7346938775510204,0.5806451612903226,0.44502290712203246,0.7959183673469388
sub-10,sub-02,1:1,0.46551724137931033,0.46551724137931033,0.4722222222222222,0.5862068965517241,0.5230769230769231,0.4512485136741974,0.6551724137931034
sub-10,sub-03,1:1,0.5222222222222223,0.5222222222222221,0.5163934426229508,0.7,0.5943396226415094,0.4949382716049383,0.6555555555555556
sub-10,sub-04,1:1,0.5791666666666667,0.5791666666666667,0.5450236966824644,0.9583333333333334,0.6948640483383686,0.6806944444444445,0.8
sub-10,sub-05,1:1,0.6333333333333333,0.6333333333333333,0.5963855421686747,0.825,0.6923076923076923,0.5940277777777778,0.5583333333333333
sub-10,sub-06,1:1,0.5615384615384615,0.5615384615384615,0.5408163265306123,0.8153846153846154,0.6503067484662577,0.6284023668639054,0.6923076923076923
sub-10,sub-07,1:1,0.5254237288135594,0.5254237288135593,0.5428571428571428,0.3220338983050847,0.40425531914893614,0.5606147658718759,0.2711864406779661
sub-10,sub-08,1:1,0.535,0.535,0.5202312138728323,0.9,0.6593406593406593,0.6209000000000001,0.83
sub-10,sub-09,1:1,0.4787234042553192,0.4787234042553191,0.4875,0.8297872340425532,0.6141732283464567,0.49253055681303753,0.8723404255319149
sub-10,sub-10,1:1,0.9102564102564102,0.9102564102564104,0.9210526315789473,0.8974358974358975,0.9090909090909091,0.9554386733873914,0.07692307692307693
sub-01,sub-01,1:2,0.8333333333333334,0.8571428571428572,0.6842105263157895,0.9285714285714286,0.7878787878787878,0.8938463140358184,0.21428571428571427
sub-01,sub-02,1:2,0.5689655172413793,0.5905172413793103,0.40860215053763443,0.6551724137931034,0.5033112582781457,0.6323944708680143,0.47413793103448276
sub-01,sub-03,1:2,0.5333333333333333,0.55,0.375,0.6,0.46153846153846156,0.5696913580246913,0.5
sub-01,sub-04,1:2,0.5083333333333333,0.5791666666666666,0.38461538461538464,0.7916666666666666,0.5177111716621253,0.6453819444444444,0.6333333333333333
sub-01,sub-05,1:2,0.7,0.7166666666666667,0.5348837209302325,0.7666666666666667,0.6301369863013698,0.8217013888888889,0.3333333333333333
sub-01,sub-06,1:2,0.46153846153846156,0.5653846153846154,0.37012987012987014,0.8769230769230769,0.5205479452054794,0.6962130177514793,0.7461538461538462
sub-01,sub-07,1:2,0.652542372881356,0.5783898305084746,0.47191011235955055,0.3559322033898305,0.4057971014492754,0.5839557598391266,0.19915254237288135
sub-01,sub-08,1:2,0.45666666666666667,0.5700000000000001,0.37142857142857144,0.91,0.527536231884058,0.6838,0.77
sub-01,sub-09,1:2,0.49645390070921985,0.5319148936170213,0.35714285714285715,0.6382978723404256,0.4580152671755725,0.5432322317790856,0.574468085106383
sub-01,sub-10,1:2,0.5982905982905983,0.6367521367521367,0.44,0.7521367521367521,0.555205047318612,0.6933304112791292,0.47863247863247865
sub-02,sub-01,1:2,0.6190476190476191,0.5612244897959184,0.4222222222222222,0.3877551020408163,0.40425531914893614,0.6063619325281133,0.2653061224489796
sub-02,sub-02,1:2,0.8706896551724138,0.8771551724137931,0.7591240875912408,0.896551724137931,0.8221343873517787,0.9237886444708681,0.14224137931034483
sub-02,sub-03,1:2,0.6,0.5833333333333333,0.42105263157894735,0.5333333333333333,0.47058823529411764,0.6491358024691358,0.36666666666666664
sub-02,sub-04,1:2,0.625,0.6312500000000001,0.45614035087719296,0.65,0.5360824742268041,0.6609027777777778,0.3875
sub-02,sub-05,1:2,0.5916666666666667,0.6354166666666667,0.43601895734597157,0.7666666666666667,0.5558912386706949,0.6867361111111112,0.49583333333333335
sub-02,sub-06,1:2,0.6358974358974359,0.6192307692307693,0.4625,0.5692307692307692,0.5103448275862069,0.6705325443786981,0.33076923076923076
sub-02,sub-07,1:2,0.6836158192090396,0.5911016949152542,0.5441176470588235,0.3135593220338983,0.3978494623655914,0.7094943981614478,0.13135593220338984
sub-02,sub-08,1:2,0.6633333333333333,0.605,0.4942528735632184,0.43,0.45989304812834225,0.6691,0.22
sub-02,sub-09,1:2,0.45390070921985815,0.4042553191489362,0.2222222222222222,0.2553191489361702,0.2376237623762376,0.384336803983703,0.44680851063829785
sub-02,sub-10,1:2,0.603988603988604,0.608974358974359,0.43452380952380953,0.6239316239316239,0.512280701754386,0.6242968807071371,0.405982905982906
sub-03,sub-01,1:2,0.6020408163265306,0.5510204081632653,0.4020618556701031,0.3979591836734694,0.4,0.5405560183256977,0.29591836734693877
sub-03,sub-02,1:2,0.5574712643678161,0.5754310344827587,0.3967391304347826,0.6293103448275862,0.4866666666666667,0.5731272294887039,0.47844827586206895
sub-03,sub-03,1:2,0.937037037037037,0.9527777777777777,0.8411214953271028,1.0,0.9137055837563451,0.9717901234567902,0.09444444444444444
sub-03,sub-04,1:2,0.5527777777777778,0.5958333333333333,0.4046511627906977,0.725,0.5194029850746269,0.6339930555555555,0.5333333333333333
sub-03,sub-05,1:2,0.4722222222222222,0.4479166666666667,0.28125,0.375,0.32142857142857145,0.4331597222222222,0.4791666666666667
sub-03,sub-06,1:2,0.6358974358974359,0.5846153846153846,0.45161290322580644,0.4307692307692308,0.4409448818897638,0.6546745562130177,0.26153846153846155
sub-03,sub-07,1:2,0.6214689265536724,0.5847457627118644,0.4375,0.4745762711864407,0.45528455284552843,0.6007971847170354,0.3050847457627119
sub-03,sub-08,1:2,0.59,0.5575,0.4,0.46,0.42790697674418604,0.5985,0.345
sub-03,sub-09,1:2,0.5886524822695035,0.6117021276595744,0.4266666666666667,0.6808510638297872,0.5245901639344263,0.6622906292440018,0.4574468085106383
sub-03,sub-10,1:2,0.5185185185185185,0.46794871794871795,0.29365079365079366,0.3162393162393162,0.3045267489711934,0.4441157133464826,0.3803418803418803
sub-04,sub-01,1:2,0.564625850340136,0.5,0.3333333333333333,0.30612244897959184,0.3191489361702128,0.5554977092877967,0.30612244897959184
sub-04,sub-02,1:2,0.6350574712643678,0.5883620689655172,0.45217391304347826,0.4482758620689655,0.45021645021645024,0.6336950059453031,0.27155172413793105
sub-04,sub-03,1:2,0.662962962962963,0.6055555555555556,0.4936708860759494,0.43333333333333335,0.46153846153846156,0.6578395061728396,0.2222222222222222
sub-04,sub-04,1:2,0.8666666666666667,0.8729166666666667,0.7535211267605634,0.8916666666666667,0.816793893129771,0.9558333333333333,0.14583333333333334
sub-04,sub-05,1:2,0.6472222222222223,0.6083333333333333,0.472,0.49166666666666664,0.4816326530612245,0.6513541666666667,0.275
sub-04,sub-06,1:2,0.676923076923077,0.6384615384615384,0.5151515151515151,0.5230769230769231,0.5190839694656488,0.6538461538461539,0.24615384615384617
sub-04,sub-07,1:2,0.576271186440678,0.4978813559322034,0.32978723404255317,0.2627118644067797,0.29245283018867924,0.5727520827348462,0.2669491525423729
sub-04,sub-08,1:2,0.6566666666666666,0.6,0.48314606741573035,0.43,0.455026455026455,0.6501,0.23
sub-04,sub-09,1:2,0.574468085106383,0.5957446808510638,0.41333333333333333,0.6595744680851063,0.5081967213114754,0.6389769126301494,0.46808510638297873
sub-04,sub-10,1:2,0.6837606837606838,0.608974358974359,0.5357142857142857,0.38461538461538464,0.44776119402985076,0.6663014098911535,0.16666666666666666
sub-05,sub-01,1:2,0.5782312925170068,0.6352040816326531,0.42934782608695654,0.8061224489795918,0.5602836879432624,0.6955435235318618,0.5357142857142857
sub-05,sub-02,1:2,0.5890804597701149,0.5926724137931034,0.41916167664670656,0.603448275862069,0.49469964664310956,0.6210612366230678,0.41810344827586204
sub-05,sub-03,1:2,0.40370370370370373,0.4305555555555555,0.2822085889570552,0.5111111111111111,0.36363636363636365,0.41450617283950614,0.65
sub-05,sub-04,1:2,0.55,0.5874999999999999,0.4,0.7,0.509090909090909,0.6613541666666667,0.525
sub-05,sub-05,1:2,0.875,0.8854166666666666,0.7586206896551724,0.9166666666666666,0.8301886792452831,0.9384375,0.14583333333333334
sub-05,sub-06,1:2,0.4307692307692308,0.48846153846153845,0.32575757575757575,0.6615384615384615,0.4365482233502538,0.5636686390532545,0.6846153846153846
sub-05,sub-07,1:2,0.5028248587570622,0.5148305084745762,0.34574468085106386,0.5508474576271186,0.42483660130718953,0.5486569951163459,0.5211864406779662
sub-05,sub-08,1:2,0.37333333333333335,0.495,0.33076923076923076,0.86,0.4777777777777778,0.65325,0.87
sub-05,sub-09,1:2,0.36879432624113473,0.43617021276595747,0.29411764705882354,0.6382978723404256,0.40268456375838924,0.41874151199637843,0.7659574468085106
sub-05,sub-10,1:2,0.6353276353276354,0.6025641025641025,0.4573643410852713,0.5042735042735043,0.4796747967479675,0.6274015632989992,0.29914529914529914
sub-06,sub-01,1:2,0.4523809523809524,0.5561224489795918,0.3648068669527897,0.8673469387755102,0.513595166163142,0.5140566430653895,0.7551020408163265
sub-06,sub-02,1:2,0.41379310344827586,0.5301724137931034,0.3493150684931507,0.8793103448275862,0.5,0.549531807372176,0.8189655172413793
sub-06,sub-03,1:2,0.5407407407407407,0.6361111111111111,0.415,0.9222222222222223,0.5724137931034483,0.7053086419753087,0.65
sub-06,sub-04,1:2,0.49166666666666664,0.5583333333333333,0.37142857142857144,0.7583333333333333,0.4986301369863014,0.5810763888888889,0.6416666666666667
sub-06,sub-05,1:2,0.37777777777777777,0.43333333333333335,0.2903225806451613,0.6,0.391304347826087,0.4071527777777778,0.7333333333333333
sub-06,sub-06,1:2,0.9230769230769231,0.9346153846153846,0.8289473684210527,0.9692307692307692,0.8936170212765957,0.9615384615384617,0.1
sub-06,sub-07,1:2,0.3559322033898305,0.5127118644067796,0.3391812865497076,0.9830508474576272,0.5043478260869565,0.38430048836541225,0.9576271186440678
sub-06,sub-08,1:2,0.56,0.6375,0.4223300970873786,0.87,0.5686274509803921,0.72345,0.595
sub-06,sub-09,1:2,0.5673758865248227,0.5691489361702128,0.39705882352941174,0.574468085106383,0.46956521739130436,0.5740153915799004,0.43617021276595747
sub-06,sub-10,1:2,0.49002849002849,0.4700854700854701,0.3037974683544304,0.41025641025641024,0.3490909090909091,0.45397764628533854,0.4700854700854701
sub-07,sub-01,1:2,0.5850340136054422,0.5892857142857143,0.4154929577464789,0.6020408163265306,0.49166666666666664,0.5957934194085798,0.42346938775510207
sub-07,sub-02,1:2,0.40804597701149425,0.5366379310344828,0.3519736842105263,0.9224137931034483,0.5095238095238095,0.6137039239001189,0.8491379310344828
sub-07,sub-03,1:2,0.5814814814814815,0.6777777777777778,0.4416243654822335,0.9666666666666667,0.6062717770034843,0.7501234567901235,0.6111111111111112
sub-07,sub-04,1:2,0.38055555555555554,0.5354166666666667,0.3498542274052478,1.0,0.5183585313174947,0.5952430555555556,0.9291666666666667
sub-07,sub-05,1:2,0.41388888888888886,0.525,0.3468013468013468,0.8583333333333333,0.4940047961630695,0.5409722222222222,0.8083333333333333
sub-07,sub-06,1:2,0.49230769230769234,0.6153846153846154,0.3950617283950617,0.9846153846153847,0.5638766519823789,0.7981065088757396,0.7538461538461538
sub-07,sub-07,1:2,0.8728813559322034,0.8792372881355932,0.762589928057554,0.8983050847457628,0.8249027237354085,0.9366920425165182,0.13983050847457626
sub-07,sub-08,1:2,0.48333333333333334,0.6,0.3877551020408163,0.95,0.5507246376811594,0.75975,0.75
sub-07,sub-09,1:2,0.524822695035461,0.5585106382978723,0.3780487804878049,0.6595744680851063,0.4806201550387597,0.5812584880036215,0.5425531914893617
sub-07,sub-10,1:2,0.3903133903133903,0.5341880341880342,0.3498452012383901,0.9658119658119658,0.5136363636363637,0.6538826795237053,0.8974358974358975
sub-08,sub-01,1:2,0.47619047619047616,0.4948979591836734,0.32926829268292684,0.5510204081632653,0.4122137404580153,0.47693669304456476,0.5612244897959183
sub-08,sub-02,1:2,0.5402298850574713,0.584051724137931,0.3952380952380952,0.7155172413793104,0.50920245398773,0.6243311533888228,0.5474137931034483
sub-08,sub-03,1:2,0.3888888888888889,0.41388888888888886,0.26993865030674846,0.4888888888888889,0.34782608695652173,0.37333333333333335,0.6611111111111111
sub-08,sub-04,1:2,0.575,0.55,0.3877551020408163,0.475,0.42696629213483145,0.6003125,0.375
sub-08,sub-05,1:2,0.4388888888888889,0.5145833333333334,0.3423076923076923,0.7416666666666667,0.46842105263157896,0.4970833333333333,0.7125
sub-08,sub-06,1:2,0.764102564102564,0.7230769230769231,0.6610169491525424,0.6,0.6290322580645161,0.7777514792899408,0.15384615384615385
sub-08,sub-07,1:2,0.3757062146892655,0.4978813559322034,0.3322475570032573,0.864406779661017,0.48,0.43403476012640047,0.8686440677966102
sub-08,sub-08,1:2,0.91,0.925,0.8016528925619835,0.97,0.8778280542986425,0.9557,0.12
sub-08,sub-09,1:2,0.6524822695035462,0.5851063829787234,0.47368421052631576,0.3829787234042553,0.4235294117647059,0.5409687641466726,0.2127659574468085
sub-08,sub-10,1:2,0.4985754985754986,0.5384615384615384,0.3615023474178404,0.6581196581196581,0.4666666666666667,0.5071225071225071,0.5811965811965812
sub-09,sub-01,1:2,0.5374149659863946,0.5178571428571429,0.3515625,0.45918367346938777,0.39823008849557523,0.5091107871720116,0.42346938775510207
sub-09,sub-02,1:2,0.40229885057471265,0.49784482758620685,0.33211678832116787,0.7844827586206896,0.4666666666666667,0.5713807966706302,0.7887931034482759
sub-09,sub-03,1:2,0.6185185185185185,0.663888888888889,0.4585987261146497,0.8,0.582995951417004,0.761358024691358,0.4722222222222222
sub-09,sub-04,1:2,0.49166666666666664,0.5770833333333334,0.38022813688212925,0.8333333333333334,0.5221932114882507,0.5862499999999999,0.6791666666666667
sub-09,sub-05,1:2,0.2722222222222222,0.35416666666666663,0.2517482517482518,0.6,0.35467980295566504,0.23364583333333333,0.8916666666666667
sub-09,sub-06,1:2,0.6307692307692307,0.5884615384615385,0.44776119402985076,0.46153846153846156,0.45454545454545453,0.5542011834319527,0.2846153846153846
sub-09,sub-07,1:2,0.4519774011299435,0.538135593220339,0.3560606060606061,0.7966101694915254,0.49214659685863876,0.5866848606722206,0.7203389830508474
sub-09,sub-08,1:2,0.64,0.6200000000000001,0.4666666666666667,0.56,0.509090909090909,0.64515,0.32
sub-09,sub-09,1:2,0.9290780141843972,0.9308510638297872,0.8627450980392157,0.9361702127659575,0.8979591836734694,0.9470348574015391,0.07446808510638298
sub-09,sub-10,1:2,0.33618233618233617,0.40384615384615385,0.2751937984496124,0.6068376068376068,0.37866666666666665,0.37964789246840525,0.7991452991452992
sub-10,sub-01,1:2,0.5136054421768708,0.5025510204081632,0.3357664233576642,0.46938775510204084,0.39148936170212767,0.48922324031653475,0.4642857142857143
