Group_Config,Ratio,Train_Subjects,Test_Subjects,Pooled_Accuracy,Pooled_Balanced_Accuracy,Pooled_Precision,Pooled_Recall,Pooled_F1_Score,Pooled_ROC_AUC,Pooled_FPR,Avg_Indiv_Accuracy,Avg_Indiv_Balanced_Accuracy,Avg_Indiv_Precision,Avg_Indiv_Recall,Avg_Indiv_F1_Score,Avg_Indiv_ROC_AUC,Avg_Indiv_FPR
Top-6 Group,1:1,"sub-10,sub-04,sub-03,sub-01,sub-05,sub-08","sub-02,sub-06,sub-07,sub-09",0.6213872832369942,0.6213872832369942,0.65,0.5260115606936416,0.5814696485623003,0.6436733602860102,0.2832369942196532,0.6216720644123277,0.6216720644123277,0.6472237322123167,0.5724298751412111,0.5943818911100047,0.6536130210870478,0.32908574631655574
Top-7 Group,1:1,"sub-10,sub-04,sub-03,sub-01,sub-05,sub-08,sub-07","sub-02,sub-06,sub-09",0.6535087719298246,0.6535087719298246,0.6535087719298246,0.6535087719298246,0.6535087719298246,0.7006963681132656,0.34649122807017546,0.6414136426058656,0.6414136426058656,0.640423007691049,0.6716707112891999,0.6515750381468964,0.6995970458598141,0.38884342607746863
Random-6 Group,1:1,"sub-01,sub-02,sub-05,sub-06,sub-07,sub-10","sub-03,sub-04,sub-08,sub-09",0.5910364145658263,0.5910364145658263,0.5806451612903226,0.6554621848739496,0.6157894736842106,0.6392517791430297,0.4733893557422969,0.5721320921985816,0.5721320921985816,0.5504969427947606,0.6070774231678487,0.5676034590960236,0.6183508407489843,0.4628132387706856
Random-7 Group,1:1,"sub-01,sub-02,sub-03,sub-04,sub-05,sub-07,sub-10","sub-06,sub-08,sub-09",0.6202830188679245,0.6202830188679245,0.5913978494623656,0.7783018867924528,0.6720977596741344,0.7088265396938414,0.5377358490566038,0.6049972722313148,0.6049972722313147,0.5818384514036689,0.7696781232951446,0.661642954746403,0.6830455625319766,0.5596835788325151
Top-6 Group,1:2,"sub-10,sub-04,sub-03,sub-01,sub-05,sub-08","sub-02,sub-06,sub-07,sub-09",0.6570327552986512,0.6307803468208093,0.4872448979591837,0.5520231213872833,0.5176151761517616,0.6677219419292326,0.2904624277456647,0.6342369645020204,0.6261254377423067,0.4906258107683694,0.6017908574631655,0.5195404243698244,0.6772389710409453,0.3495399819785522
Top-7 Group,1:2,"sub-10,sub-04,sub-03,sub-01,sub-05,sub-08,sub-07","sub-02,sub-06,sub-09",0.6535087719298246,0.6535087719298246,0.48534201954397393,0.6535087719298246,0.5570093457943925,0.7034279778393351,0.34649122807017546,0.6348919239234719,0.6435229602874504,0.4747590865727684,0.6694160693793855,0.5519020723699087,0.6959075868612837,0.3823701488044848
Random-6 Group,1:2,"sub-01,sub-02,sub-05,sub-06,sub-07,sub-10","sub-03,sub-04,sub-08,sub-09",0.5863678804855276,0.6106442577030813,0.4250871080139373,0.6834733893557423,0.5241675617615468,0.6717118219836955,0.46218487394957986,0.5740533884948779,0.5901322399527187,0.4073412545109115,0.638368794326241,0.4937064269341446,0.6444181109371594,0.4581043144208038
Random-7 Group,1:2,"sub-01,sub-02,sub-03,sub-04,sub-05,sub-07,sub-10","sub-06,sub-08,sub-09",0.5974842767295597,0.6485849056603774,0.4427083333333333,0.8018867924528302,0.5704697986577181,0.7204743681025277,0.5047169811320755,0.5809565375522823,0.6332010365521004,0.4354658286697122,0.789934533551555,0.5597736325658215,0.6985504122011174,0.523532460447354
