Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.7142857142857143,0.7142857142857142,0.6666666666666666,0.8571428571428571,0.75,0.7142857142857143,0.42857142857142855
1:2,0.5714285714285714,0.5714285714285714,0.4,0.5714285714285714,0.47058823529411764,0.7448979591836733,0.42857142857142855
