Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.6842105263157895,0.6842105263157894,0.7058823529411765,0.631578947368421,0.6666666666666666,0.7063711911357341,0.2631578947368421
1:2,0.6491228070175439,0.618421052631579,0.47619047619047616,0.5263157894736842,0.5,0.6883656509695291,0.2894736842105263
