Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.75,0.75,0.7647058823529411,0.7222222222222222,0.7428571428571429,0.8703703703703702,0.2222222222222222
1:2,0.6851851851851852,0.6527777777777778,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.7901234567901234,0.25
