Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.7222222222222222,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.7777777777777778,0.2222222222222222
1:2,0.7222222222222222,0.7083333333333333,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.8024691358024691,0.25
