Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.6153846153846154,0.6153846153846154,0.6451612903225806,0.5128205128205128,0.5714285714285714,0.6955950032873109,0.28205128205128205
1:2,0.6495726495726496,0.6089743589743589,0.475,0.48717948717948717,0.4810126582278481,0.6410256410256411,0.2692307692307692
