Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.6842105263157895,0.6842105263157895,0.6590909090909091,0.7631578947368421,0.7073170731707317,0.7202216066481995,0.39473684210526316
1:2,0.6754385964912281,0.6644736842105263,0.5106382978723404,0.631578947368421,0.5647058823529412,0.7894736842105263,0.3026315789473684
