Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.7105263157894737,0.7105263157894737,0.7222222222222222,0.6842105263157895,0.7027027027027027,0.7562326869806094,0.2631578947368421
1:2,0.8245614035087719,0.8157894736842105,0.7142857142857143,0.7894736842105263,0.75,0.8476454293628809,0.15789473684210525
