Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.7368421052631579,0.736842105263158,0.7647058823529411,0.6842105263157895,0.7222222222222222,0.8088642659279778,0.21052631578947367
1:2,0.7719298245614035,0.75,0.65,0.6842105263157895,0.6666666666666666,0.8462603878116344,0.18421052631578946
