Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.8076923076923077,0.8076923076923077,0.9,0.6923076923076923,0.782608695652174,0.8402366863905326,0.07692307692307693
1:2,0.7948717948717948,0.75,0.7272727272727273,0.6153846153846154,0.6666666666666666,0.8816568047337279,0.11538461538461539
