Ratio,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,ROC_AUC,FPR
1:1,0.4875,0.48750000000000004,0.48148148148148145,0.325,0.3880597014925373,0.5375,0.35
1:2,0.6166666666666667,0.55,0.4117647058823529,0.35,0.3783783783783784,0.5278125,0.25
